Vegan,Range 3,Monday,Vegan Sample menu,"Breakfast
* 2 vegan pancakes
* 1/4 cup blackberries
* 1 Tbsp. peanut butter
Mix peanut butter with 1 tsp. warm water (or more, as needed, to thin out the peanut butter). Drizzle over pancakes.
A.M. Snack
* 3/4 cup edamame pods, seasoned with a pinch of salt
Lunch 
* 1 serving white bean Avocado Toast
* 1 cup sliced cucumber
P.M. Snack 
* 1 small plum
Dinner 
* 1 serving falafel salad with lemon-tahini dressing"
Vegan,Range 3,Tuesday,Vegan Sample menu,"Breakfast
* 1 serving Peanut butter & Chia Berry Jam English Muffin
A.M. Snack 
* 1/2 cup edamame pods, seasoned with a pinch of salt
Lunch 
* 4 cups White Bean & veggie Salad 
Dinner
* 2 cups black-bean Quinoa Buddha Bowl"
Vegan,Range 3,Wednesday,Vegan Sample menu,"Breakfast 
* 1 serving peanut butter banana toast
A.M. Snack 
* 2 Tbsp pumpkin seeds 
Lunch 
* 4 cups serving Green Salad with Edamame & Beets
P.M. Snack
* 2 cups air-popped popcorn
Dinner 
* 1 1/2 cups Roasted Cauliflower & Potato Curry Soup
* 1/2 small whole-wheat pita, toasted
* 1/3 cup hummus"
Vegan,Range 3,Thursday,Vegan Sample menu,"Breakfast 
* 1 serving peanut butter banana toast
A.M. Snack 
* 2 Tbsp pumpkin seeds 
Lunch 
* 4 cups serving Green Salad with Edamame & Beets
P.M. Snack
* 2 cups air-popped popcorn
Dinner 
* 1 1/2 cups Roasted Cauliflower & Potato Curry Soup
* 1/2 small whole-wheat pita, toasted
* 1/3 cup hummus"
Vegan,Range 3,Friday,Vegan Sample Menu,"Breakfast 
* 2 Vegan Pancakes
* 1/4 cup blackberries
* 1 Tbsp. peanut butter
Lunch 
* 1 serving Veggie & Hummus Sandwich 
P.M. Snack
* 1/2 cup edamame pods, seasoned with a pinch of salt
Dinner
* 1 cup Chickpea Curry
* 1 cup Basic Quinoa"
Combination,Range 1,Monday,Dash Diet,"Breakfast
* 1 serving Avocado egg Toast
A.M. Snack
* 1 cup blueberries
Lunch 
* 1 serving Loaded black bean Nacho Soup
P.M. Snack 
* 1 medium orange
Dinner
* 1 serving Seared Salmon with green Peppercorn Sauce
* 1 cup steamed green beans
* 1 baked medium red potato, drizzled with 1 tsp. olive oil, 1 Tbsp. nonfat plain Greek yogurt and a pinch of pepper."
Combination,Range 1,Tuesday,Dash Diet,"Breakfast 
* 1 cup bran cereal
* 1 cup skim milk
* 1/4 cup blueberries
A.M. Snack 
* 1 medium apple
Lunch 
* 1 serving Spinach &Strawberry Meal-Prep Salad
P.M. Snack 
* 1medium orange
Dinner
* 1 serving Charred Shrimp & Pesto Buddha Bowl"
Combination,Range 1,Wednesday,Dash Diet,"Breakfast 
* 1 cup nonfat plain Greek yogurt
* 3/4 cup blueberries
* 1 1/2 Tbsp. slivered almonds
* 2 tsp. honey
A.M. Snack 
* 1 cup raspberries
Lunch
* 1 serving Spinach & Strawberry meal-prep Salad 
P.M. Snack 
* 1 medium orange
Dinner 
* 1 serving Curried Sweet Potato and Peanut soup
* 1 slice whole-wheat bread, toasted"
Combination,Range 1,Thursday,Dash Diet,"Breakfast 
* 3/4 cup bran cereal
* 3/4 cup skim milk
* 1/2 cup blueberries
A.M. Snack
* 1 medium apple
Lunch 
* 1 serving Spinach & Strawberry Meal-Prep Salad
P.M. Snack (62 calories)
* 1 medium orange
Dinner (427 calories)
* 1 serving  Cod with Tomato Cream Sauce
* 3/4 cup cooked brown rice
* 1 cup steamed broccoli"
Combination,Range 1,Friday,Dash Diet,"Breakfast 
* 1/2 cup rolled oats, cooked in 1 cup milk
* 1 cup raspberries
Cook oats and top with raspberries and a pinch of cinnamon.
A.M. Snack (102 calories)
* 1 medium bell pepper, sliced
* 3 Tbsp. hummus
Lunch (374 calories)
* 1 serving  Spinach & Strawberry Meal-Prep Salad
P.M. Snack (84 calories)
* 1 cup blueberries
Dinner (304 calories)
* 1 1/4 cups Chicken Cauliflower Fried “Rice”"
Combination,Range 2,Monday, Weight watchers Diet ,"Breakfast
* 1 serving Avocado egg Toast
A.M. Snack
* 1 cup blueberries
Lunch 
* 1 serving Loaded black bean Nacho Soup
P.M. Snack 
* 1 medium orange
Dinner
* 1 serving Seared Salmon with green Peppercorn Sauce
* 1 cup steamed green beans
* 1 baked medium red potato, drizzled with 1 tsp. olive oil, 1 Tbsp. nonfat plain Greek yogurt and a pinch of pepper."
Combination,Range 2,Tuesday, Weight watchers Diet ,"Breakfast 
* 1 cup bran cereal
* 1 cup skim milk
* 1/4 cup blueberries
A.M. Snack 
* 1 medium apple
Lunch 
* 1 serving Spinach &Strawberry Meal-Prep Salad
P.M. Snack 
* 1medium orange
Dinner
* 1 serving Charred Shrimp & Pesto Buddha Bowl"
Combination,Range 2,Wednesday, Weight watchers Diet ,"Breakfast 
* 1 cup nonfat plain Greek yogurt
* 3/4 cup blueberries
* 1 1/2 Tbsp. slivered almonds
* 2 tsp. honey
A.M. Snack 
* 1 cup raspberries
Lunch
* 1 serving Spinach & Strawberry meal-prep Salad 
P.M. Snack 
* 1 medium orange
Dinner 
* 1 serving Curried Sweet Potato and Peanut soup
* 1 slice whole-wheat bread, toasted"
Combination,Range 2,Thursday, Weight watchers Diet ,"Breakfast 
* 3/4 cup bran cereal
* 3/4 cup skim milk
* 1/2 cup blueberries
A.M. Snack
* 1 medium apple
Lunch 
* 1 serving Spinach & Strawberry Meal-Prep Salad
P.M. Snack (62 calories)
* 1 medium orange
Dinner (427 calories)
* 1 serving  Cod with Tomato Cream Sauce
* 3/4 cup cooked brown rice
* 1 cup steamed broccoli"
Combination,Range 2,Friday, Weight watchers Diet ,"Breakfast 
* 1/2 cup rolled oats, cooked in 1 cup milk
* 1 cup raspberries
Cook oats and top with raspberries and a pinch of cinnamon.
A.M. Snack (102 calories)
* 1 medium bell pepper, sliced
* 3 Tbsp. hummus
Lunch (374 calories)
* 1 serving  Spinach & Strawberry Meal-Prep Salad
P.M. Snack (84 calories)
* 1 cup blueberries
Dinner (304 calories)
* 1 1/4 cups Chicken Cauliflower Fried “Rice”"
Combination,Range 3,Monday,The Volumetrics diet,"Breakfast
* 1 serving Avocado egg Toast
A.M. Snack
* 1 cup blueberries
Lunch 
* 1 serving Loaded black bean Nacho Soup
P.M. Snack 
* 1 medium orange
Dinner
* 1 serving Seared Salmon with green Peppercorn Sauce
* 1 cup steamed green beans
* 1 baked medium red potato, drizzled with 1 tsp. olive oil, 1 Tbsp. nonfat plain Greek yogurt and a pinch of pepper."
Combination,Range 3,Tuesday,The Volumetrics diet,"Breakfast 
* 1 cup bran cereal
* 1 cup skim milk
* 1/4 cup blueberries
A.M. Snack 
* 1 medium apple
Lunch 
* 1 serving Spinach &Strawberry Meal-Prep Salad
P.M. Snack 
* 1medium orange
Dinner
* 1 serving Charred Shrimp & Pesto Buddha Bowl"
Combination,Range 3,Wednesday,The Volumetrics diet,"Breakfast 
* 1 cup nonfat plain Greek yogurt
* 3/4 cup blueberries
* 1 1/2 Tbsp. slivered almonds
* 2 tsp. honey
A.M. Snack 
* 1 cup raspberries
Lunch
* 1 serving Spinach & Strawberry meal-prep Salad 
P.M. Snack 
* 1 medium orange
Dinner 
* 1 serving Curried Sweet Potato and Peanut soup
* 1 slice whole-wheat bread, toasted"
Combination,Range 3,Thursday,The Volumetrics diet,"Breakfast 
* 3/4 cup bran cereal
* 3/4 cup skim milk
* 1/2 cup blueberries
A.M. Snack
* 1 medium apple
Lunch 
* 1 serving Spinach & Strawberry Meal-Prep Salad
P.M. Snack (62 calories)
* 1 medium orange
Dinner (427 calories)
* 1 serving  Cod with Tomato Cream Sauce
* 3/4 cup cooked brown rice
* 1 cup steamed broccoli"
Combination,Range 3,Friday,The Volumetrics diet,"Breakfast 
* 1/2 cup rolled oats, cooked in 1 cup milk
* 1 cup raspberries
Cook oats and top with raspberries and a pinch of cinnamon.
A.M. Snack (102 calories)
* 1 medium bell pepper, sliced
* 3 Tbsp. hummus
Lunch (374 calories)
* 1 serving  Spinach & Strawberry Meal-Prep Salad
P.M. Snack (84 calories)
* 1 cup blueberries
Dinner (304 calories)
* 1 1/4 cups Chicken Cauliflower Fried “Rice”"
